transaction_id,timestamp,source_account,destination_account,transaction_type,amount,customer_age,ip_address,device_id,location,channel,is_fraud,fraud_type
TX6835751b,2025-01-28 09:15:37,ACCT54806,ACCT14154,Withdrawal,5635.41,86,197.18.206.21,DEV-6243,New York,Mobile App,False,
TXa195e949,2025-01-30 14:06:15,ACCT35318,ACCT16758,Online Payment,2820.26,89,106.94.175.58,DEV-6829,Texas,ATM,False,
TX491a053d,2025-01-20 06:00:34,ACCT33361,ACCT12666,Online Payment,3961.78,86,210.173.102.125,DEV-5718,New York,Branch,False,
TXec2e399b,2025-01-29 01:06:32,ACCT94927,ACCT10083,Deposit,3349.97,84,95.84.251.236,DEV-5776,Ohio,Branch,True,Confidence/Romance
TX7886b4e5,2025-01-07 21:13:59,ACCT50665,EXT-33306,Wire Transfer,5132.65,86,43.136.169.9,DEV-2067,Ohio,Branch,False,
TXc26f647a,2025-01-30 10:56:27,ACCT23268,EXT-46232,Withdrawal,4740.51,72,103.113.150.61,DEV-9747,Colorado,Mobile App,False,
TX49cd64a9,2025-01-17 08:07:06,ACCT26325,ACCT67689,Wire Transfer,7657.87,85,30.119.201.112,DEV-3101,Pennsylvania,ATM,False,
TX4e2f4e71,2025-01-31 21:27:33,ACCT68768,ACCT80477,Wire Transfer,2569.54,72,196.46.19.86,DEV-1872,Ohio,Online Banking,False,
TX296260af,2025-01-19 23:28:58,ACCT71002,EXT-38522,Online Payment,8013.03,80,179.229.228.158,DEV-8252,Florida,ATM,False,
TXe09038a6,2025-01-12 10:17:51,ACCT38572,ACCT36971,Online Payment,528.79,86,179.148.63.137,DEV-9627,New York,Online Banking,True,Tech Support
TX0de5d87d,2025-01-01 20:38:14,ACCT23529,ACCT51798,Online Payment,3149.57,90,248.202.112.205,DEV-9081,Colorado,Mobile App,False,
TXe8b51304,2025-01-18 18:46:04,ACCT20783,EXT-18902,Online Payment,1146.11,65,142.253.10.85,DEV-7262,Florida,Online Banking,True,Personal Data Breach
TXe9cd9ec9,2025-01-02 20:10:19,ACCT35618,EXT-71171,Online Payment,105.43,64,223.252.200.70,DEV-4962,Pennsylvania,Mobile App,True,Tech Support
TX2a60fb6d,2025-01-08 19:10:04,ACCT44655,ACCT33819,Wire Transfer,4413.78,70,138.52.224.125,DEV-3888,Texas,ATM,False,
TXfbb00531,2025-01-08 21:33:38,ACCT63454,ACCT43308,Withdrawal,688.0,76,87.149.201.77,DEV-7400,Pennsylvania,Online Banking,False,
TX4376b433,2025-01-09 12:31:17,ACCT98823,ACCT94927,Online Payment,1245.86,79,88.156.58.47,DEV-7107,Arizona ,Branch,True,Investment
TX73fba420,2025-01-29 01:01:28,ACCT56318,EXT-75137,Deposit,6772.64,63,225.22.6.221,DEV-9111,Colorado,Online Banking,False,
TX5f20965e,2025-01-15 20:42:32,ACCT18191,ACCT18025,Withdrawal,4908.52,86,112.115.7.218,DEV-8774,Colorado,ATM,True,Investment
TXa685278e,2025-01-05 14:02:29,ACCT52895,ACCT26325,Online Payment,2272.9,85,163.231.175.144,DEV-2298,Colorado,Online Banking,True,Personal Data Breach
TX7c51c243,2025-01-27 01:45:26,ACCT74009,ACCT70744,Online Payment,1930.85,60,140.65.63.38,DEV-3806,New York,Branch,False,
TX75ad452c,2025-01-25 08:49:33,ACCT51247,ACCT67689,Deposit,9165.92,70,119.52.33.229,DEV-7385,Colorado,Online Banking,False,
TXeb4e5953,2025-01-15 13:06:12,ACCT66336,ACCT72462,Deposit,3439.4,88,58.229.31.46,DEV-7882,Colorado,ATM,False,
TX9ac043ff,2025-01-11 08:47:52,ACCT11237,ACCT74598,Wire Transfer,2932.92,70,123.76.172.152,DEV-1368,Washington,Branch,False,
TX3e208c3c,2025-01-15 08:00:20,ACCT62375,ACCT83604,Withdrawal,7087.23,83,109.84.191.66,DEV-4081,Washington,Online Banking,False,
TX1b15c645,2025-01-04 08:35:34,ACCT74051,ACCT23743,Online Payment,349.97,73,19.19.89.109,DEV-4070,Arizona ,Branch,False,
TXf077c561,2025-01-30 11:08:00,ACCT80289,ACCT14154,Online Payment,4647.89,79,248.197.214.1,DEV-6142,New York,Online Banking,False,
TXb05d1e6c,2025-01-02 19:21:23,ACCT26821,ACCT89835,Withdrawal,3579.66,76,133.233.180.253,DEV-4217,Texas,Online Banking,False,
TXb1ad9d3c,2025-01-14 03:30:17,ACCT54784,ACCT59764,Deposit,5786.57,75,207.215.104.180,DEV-3989,Colorado,Branch,False,
TX00f56074,2025-01-03 05:17:23,ACCT14535,ACCT26325,Withdrawal,3188.92,85,42.135.182.69,DEV-1469,Texas,Online Banking,True,Real Estate
TXd1661302,2025-01-02 19:44:54,ACCT90250,ACCT22688,Wire Transfer,8473.43,77,197.82.243.24,DEV-3981,Ohio,ATM,False,
TX0ce3ecee,2025-01-23 03:44:12,ACCT39121,ACCT12666,Deposit,2062.82,87,186.55.210.85,DEV-4033,New York,ATM,True,Investment
TX19d3cd21,2025-01-10 06:22:49,ACCT29422,ACCT40438,Deposit,1067.58,79,85.194.105.140,DEV-3908,Texas,Branch,False,
TX36ed95ec,2025-01-14 23:59:15,ACCT80477,EXT-81860,Deposit,1108.8,64,239.99.154.157,DEV-2992,Washington,Mobile App,False,
TX21b744ff,2025-01-17 04:29:40,ACCT74135,ACCT58878,Online Payment,5278.69,78,103.217.177.133,DEV-1112,Pennsylvania,Mobile App,False,
TXc8d5e7dd,2025-01-14 11:48:38,ACCT83344,ACCT15922,Online Payment,1477.73,66,67.201.153.121,DEV-2571,New York,ATM,False,
TX0b6a41e0,2025-01-03 13:30:07,ACCT52233,ACCT46909,Withdrawal,1878.68,72,43.177.72.27,DEV-3401,Florida,ATM,True,Tech Support
TXe8496312,2025-01-20 00:11:04,ACCT39121,ACCT81053,Wire Transfer,7065.85,87,147.156.200.8,DEV-1014,New York,ATM,False,
TX213baa30,2025-01-17 07:43:00,ACCT11262,ACCT88030,Deposit,241.16,63,181.72.207.226,DEV-5179,Ohio,ATM,False,
TX86195a44,2025-01-18 19:20:21,ACCT78559,ACCT19897,Deposit,2036.72,77,92.78.104.17,DEV-6857,Arizona ,Branch,True,Personal Data Breach
TX9771caf0,2025-01-24 22:21:22,ACCT62713,EXT-13516,Withdrawal,7481.29,63,166.65.34.145,DEV-7811,Washington,Mobile App,False,
TXfe8b862a,2025-01-09 03:50:15,ACCT74009,ACCT16238,Online Payment,4582.34,60,112.75.41.250,DEV-7215,Colorado,ATM,False,
TXd651886b,2025-01-10 12:37:20,ACCT43228,ACCT35618,Wire Transfer,6144.84,83,101.172.199.50,DEV-9846,Arizona ,Online Banking,False,
TX93893f43,2025-01-11 07:05:26,ACCT14154,ACCT98404,Withdrawal,9665.87,71,99.184.42.12,DEV-4111,Texas,Mobile App,False,
TX5a7be543,2025-01-12 12:21:48,ACCT34165,ACCT29207,Wire Transfer,6143.08,86,152.197.29.179,DEV-6024,Texas,Branch,False,
TX4953b4a6,2025-01-22 12:08:23,ACCT81350,EXT-27079,Online Payment,8779.81,69,127.56.131.223,DEV-5196,Arizona ,Branch,False,
TXc8f6d20c,2025-01-31 16:36:32,ACCT43228,ACCT35618,Wire Transfer,5325.88,83,31.215.136.10,DEV-2563,California,Mobile App,False,
TX01161aae,2025-01-20 08:42:23,ACCT54766,ACCT13358,Wire Transfer,3653.31,81,134.42.71.9,DEV-8919,Ohio,Branch,False,
TX653aa593,2025-01-14 07:35:54,ACCT78298,ACCT69747,Deposit,5244.72,62,180.77.109.242,DEV-4413,Pennsylvania,Branch,False,
TX1f6ef163,2025-01-18 04:49:37,ACCT79595,ACCT70235,Online Payment,3843.73,68,63.217.51.65,DEV-9242,Ohio,Mobile App,False,
TXcb97a4b5,2025-01-03 10:13:59,ACCT38240,ACCT73273,Deposit,9295.36,77,181.72.241.103,DEV-9892,Texas,Branch,False,
TX2f807350,2025-01-16 22:08:50,ACCT19476,ACCT54766,Online Payment,9213.08,71,147.75.170.191,DEV-9866,Texas,Mobile App,False,
TX4c91834d,2025-01-12 20:44:18,ACCT45676,ACCT18854,Deposit,1387.42,89,223.2.82.46,DEV-8513,Colorado,Mobile App,False,
TX34a91854,2025-01-04 16:12:06,ACCT26919,ACCT12763,Withdrawal,8970.25,74,153.208.130.129,DEV-2744,California,ATM,False,
TX4bc1f443,2025-01-31 08:21:32,ACCT85089,EXT-82243,Wire Transfer,1657.62,64,183.13.191.41,DEV-2740,Texas,Branch,True,Investment
TX4c2c5533,2025-01-23 08:46:53,ACCT59999,EXT-82482,Wire Transfer,8929.83,87,65.60.28.189,DEV-8963,Colorado,ATM,False,
TXba8d81b2,2025-01-24 11:48:33,ACCT26256,EXT-74964,Withdrawal,4314.87,72,137.206.211.185,DEV-7968,Pennsylvania,Online Banking,True,Real Estate
TX8563c48f,2025-01-31 04:21:25,ACCT59602,ACCT13427,Deposit,2511.43,90,179.199.202.130,DEV-9651,New York,Mobile App,True,Tech Support
TX8d8a2fee,2025-01-08 09:46:55,ACCT13040,ACCT10828,Wire Transfer,6735.26,70,190.197.115.177,DEV-3290,Texas,Mobile App,False,
TXe28ab7b6,2025-01-04 18:40:54,ACCT11279,ACCT25181,Withdrawal,2303.24,69,61.100.167.101,DEV-2701,New York,Online Banking,False,
TXfa5de877,2025-01-18 22:49:50,ACCT13040,ACCT69747,Withdrawal,1849.24,70,189.141.153.128,DEV-3038,Texas,Branch,False,
TXe5bdc2eb,2025-01-10 22:52:09,ACCT89575,EXT-14412,Online Payment,4579.45,90,147.65.238.211,DEV-3576,New York,Branch,False,
TX70da01fd,2025-01-28 20:41:03,ACCT36971,ACCT93624,Wire Transfer,5517.39,81,219.200.153.82,DEV-4696,Arizona ,Branch,False,
TX902510f5,2025-01-13 18:22:24,ACCT14149,ACCT70744,Withdrawal,8382.34,74,62.147.90.153,DEV-2920,New York,Mobile App,False,
TX0e7b7582,2025-01-07 00:36:38,ACCT49109,ACCT61220,Withdrawal,9623.36,68,23.203.55.56,DEV-7937,Ohio,Branch,False,
TX1de7bdf2,2025-01-04 21:07:26,ACCT39962,EXT-51755,Online Payment,1318.57,82,1.228.232.79,DEV-1779,Pennsylvania,Online Banking,True,Tech Support
TXd8eeeee0,2025-01-26 17:18:30,ACCT94495,ACCT12410,Withdrawal,680.63,82,62.34.180.179,DEV-3062,Washington,Mobile App,False,
TXabe06732,2025-01-16 06:15:35,ACCT50665,ACCT23229,Deposit,698.35,86,16.37.181.161,DEV-3147,Pennsylvania,Mobile App,True,Confidence/Romance
TX752237d8,2025-01-04 15:34:46,ACCT17862,ACCT22362,Withdrawal,5647.98,69,158.136.223.147,DEV-8517,Texas,ATM,True,Personal Data Breach
TX3fab33db,2025-01-21 04:02:44,ACCT29920,ACCT87089,Deposit,7959.99,71,202.233.174.177,DEV-9270,Florida,Online Banking,False,
TX466f933a,2025-01-28 15:40:49,ACCT70744,ACCT40771,Online Payment,8868.33,66,95.77.248.180,DEV-6469,Washington,Branch,False,
TX459125bb,2025-01-22 17:35:56,ACCT90417,ACCT11188,Wire Transfer,3711.3,69,74.228.11.16,DEV-9099,Colorado,Mobile App,True,Tech Support
TXa735b72a,2025-01-19 16:44:13,ACCT29422,ACCT17455,Wire Transfer,2117.11,79,105.132.17.153,DEV-1695,Pennsylvania,ATM,False,
TX7fc0a92d,2025-01-29 05:43:48,ACCT55031,EXT-34878,Online Payment,4587.22,89,96.98.42.35,DEV-6217,Washington,Online Banking,True,Tech Support
TX58ded98b,2025-01-21 23:39:33,ACCT97817,ACCT37112,Withdrawal,1513.85,62,249.230.189.210,DEV-8140,Florida,ATM,False,
TX436268be,2025-01-25 01:20:31,ACCT44022,ACCT66268,Withdrawal,5897.91,65,19.108.181.207,DEV-2137,Florida,Branch,False,
TX34cd909f,2025-01-05 21:06:56,ACCT36220,ACCT54011,Wire Transfer,4210.82,84,143.55.229.69,DEV-3374,New York,Online Banking,False,
TX93b0e516,2025-01-18 17:09:59,ACCT50493,ACCT80392,Withdrawal,62.34,77,223.149.247.119,DEV-7918,Pennsylvania,ATM,False,
TX7dc30d47,2025-01-11 00:18:28,ACCT54384,EXT-81578,Online Payment,8470.88,82,71.148.201.112,DEV-1072,Ohio,Branch,True,Personal Data Breach
TX035b13b6,2025-01-04 10:50:17,ACCT11934,ACCT68768,Withdrawal,1356.07,73,109.229.32.2,DEV-3918,Ohio,ATM,False,
TX52c7b441,2025-01-24 14:50:41,ACCT45442,ACCT24933,Wire Transfer,9024.36,85,231.48.76.42,DEV-9962,Ohio,ATM,True,Tech Support
TXd1c6f9dc,2025-01-26 00:17:06,ACCT74009,ACCT48146,Withdrawal,2860.62,60,61.240.32.63,DEV-7961,Arizona ,Branch,False,
TX28c3f33d,2025-01-14 10:27:34,ACCT56849,ACCT76843,Deposit,4122.47,72,165.70.32.82,DEV-1744,Arizona ,Online Banking,False,
TXd1dd084e,2025-01-28 00:28:00,ACCT72462,ACCT83344,Withdrawal,2475.29,86,221.13.155.226,DEV-7409,Ohio,Branch,False,
TX446cac6d,2025-01-17 01:50:01,ACCT47050,ACCT35618,Deposit,9559.46,86,14.141.195.43,DEV-7829,Colorado,Online Banking,False,
TX332e8892,2025-01-06 09:36:52,ACCT74051,ACCT59772,Deposit,4599.74,73,220.57.87.79,DEV-7743,Washington,Online Banking,False,
TX5c2bd4a2,2025-01-09 05:48:14,ACCT21963,ACCT98687,Withdrawal,8947.03,85,218.35.104.150,DEV-9578,New York,Branch,False,
TXc742e22c,2025-01-01 13:07:16,ACCT87089,EXT-51762,Deposit,5236.6,61,245.248.177.17,DEV-6416,Ohio,Branch,True,Extortion
TX59459e00,2025-01-13 12:17:57,ACCT67689,ACCT98404,Withdrawal,8647.9,81,88.59.44.253,DEV-1368,Ohio,ATM,True,Extortion
TX141457ec,2025-01-15 22:51:25,ACCT87738,EXT-24663,Deposit,7455.46,64,89.137.91.68,DEV-7669,Washington,Online Banking,False,
TXe035fe39,2025-01-05 01:11:26,ACCT69084,ACCT23934,Online Payment,7467.05,71,94.41.222.219,DEV-5083,Pennsylvania,Mobile App,False,
TX7e9dc1bb,2025-01-12 14:06:25,ACCT45676,ACCT27624,Withdrawal,8390.59,89,228.253.144.128,DEV-8975,Florida,Online Banking,False,
TXfc6a7557,2025-01-14 10:08:58,ACCT37842,ACCT14149,Withdrawal,9537.85,65,237.111.186.129,DEV-6275,Florida,Online Banking,True,Personal Data Breach
TXb34784d5,2025-01-14 11:15:03,ACCT82813,ACCT54806,Online Payment,2555.3,90,181.180.60.243,DEV-3309,Florida,Mobile App,False,
TX19a13618,2025-01-07 22:31:43,ACCT12295,ACCT97157,Wire Transfer,5231.07,76,236.127.81.228,DEV-9586,Texas,Online Banking,False,
TX7447b05c,2025-01-25 12:08:42,ACCT94495,ACCT31863,Withdrawal,7513.19,82,99.163.88.5,DEV-9844,Colorado,ATM,True,Extortion
TXfdd83ab4,2025-01-09 04:47:58,ACCT75414,ACCT19476,Online Payment,2932.14,82,168.207.59.4,DEV-1277,Washington,Mobile App,False,
TXabaad897,2025-01-11 03:59:15,ACCT23229,ACCT26821,Deposit,8190.97,61,86.185.21.54,DEV-9458,Pennsylvania,Branch,False,
TX7078327d,2025-01-06 01:33:02,ACCT52283,ACCT68433,Deposit,9639.29,71,24.231.231.108,DEV-6350,Pennsylvania,Mobile App,False,
TXf005cb72,2025-01-02 04:37:54,ACCT28254,EXT-62004,Deposit,3123.16,70,246.154.164.132,DEV-2082,Florida,Branch,False,
TX71ea4d99,2025-01-27 01:16:59,ACCT28736,ACCT90134,Deposit,3968.52,90,18.20.78.111,DEV-5038,Arizona ,ATM,True,Confidence/Romance
TXe517c570,2025-01-04 01:31:19,ACCT69336,EXT-70779,Withdrawal,58.8,70,161.181.19.25,DEV-6703,California,Branch,False,
TX7bf15a8a,2025-01-30 00:40:59,ACCT41547,ACCT62649,Deposit,6757.53,90,201.165.39.106,DEV-9889,Arizona ,Mobile App,False,
TXe851dfd3,2025-01-13 22:04:57,ACCT37842,ACCT28467,Online Payment,4037.06,65,22.34.186.128,DEV-5157,California,Branch,False,
TX9b57770a,2025-01-05 17:28:14,ACCT67668,ACCT70983,Online Payment,3360.18,85,218.132.4.104,DEV-2595,Washington,ATM,False,
TX87677774,2025-01-23 06:40:53,ACCT93150,EXT-39906,Wire Transfer,3054.75,70,43.186.106.108,DEV-6123,Texas,Branch,False,
TXcd3f49a7,2025-01-10 06:11:19,ACCT98823,ACCT79821,Withdrawal,3784.76,79,252.199.245.3,DEV-3379,New York,Mobile App,True,Confidence/Romance
TX01cdf615,2025-01-11 13:57:09,ACCT81946,ACCT59602,Wire Transfer,8668.32,61,139.223.5.63,DEV-1727,Arizona ,Branch,False,
TX8b8dbd4d,2025-01-28 13:02:40,ACCT19538,ACCT83577,Withdrawal,4732.21,90,101.54.237.154,DEV-3910,Washington,Mobile App,False,
TX057a177c,2025-01-14 13:01:24,ACCT15922,ACCT95880,Withdrawal,3877.54,61,166.169.217.156,DEV-2691,Arizona ,Online Banking,False,
TXed6b1273,2025-01-10 16:45:37,ACCT16758,ACCT68433,Online Payment,2225.53,73,213.246.109.98,DEV-9099,California,Mobile App,True,Extortion
TX7225f3bb,2025-01-20 13:24:57,ACCT93624,ACCT65405,Wire Transfer,6006.0,82,186.159.223.227,DEV-3603,Arizona ,Branch,False,
TX075497a4,2025-01-25 05:48:16,ACCT64476,ACCT45788,Online Payment,7689.08,88,143.236.202.120,DEV-1478,Pennsylvania,ATM,False,
TX4090c6fc,2025-01-03 15:15:16,ACCT39683,ACCT15922,Wire Transfer,2718.47,61,39.212.36.159,DEV-9261,Florida,ATM,False,
TXc32f5308,2025-01-10 00:57:20,ACCT14352,EXT-63172,Online Payment,9218.14,88,3.101.95.85,DEV-5610,Florida,Mobile App,False,
TX5cbcb1d0,2025-01-25 01:05:40,ACCT50665,ACCT46480,Withdrawal,65.89,86,2.47.180.95,DEV-7600,Colorado,Branch,False,
TXb2dd8cb9,2025-01-28 21:53:10,ACCT59999,EXT-12571,Online Payment,2625.73,87,77.66.14.25,DEV-8141,Texas,Online Banking,False,
TX1f3dedca,2025-01-22 08:24:28,ACCT91879,ACCT87982,Withdrawal,2984.41,61,57.172.79.196,DEV-5691,Florida,Branch,False,
TXb40e6532,2025-01-12 08:20:46,ACCT59984,ACCT50219,Withdrawal,7848.84,81,191.5.223.249,DEV-7421,Pennsylvania,Mobile App,False,
TX2166a8da,2025-01-21 17:40:24,ACCT94927,ACCT16712,Deposit,890.57,84,76.116.230.167,DEV-2562,Ohio,Online Banking,False,
TX3c9300f4,2025-01-23 04:10:32,ACCT86481,ACCT46280,Online Payment,7936.7,80,58.167.47.78,DEV-3353,Washington,ATM,False,
TXe1efca83,2025-01-07 00:15:14,ACCT36971,ACCT95225,Wire Transfer,7570.33,81,184.209.35.121,DEV-4243,Arizona ,ATM,False,
TX1f2dde64,2025-01-25 22:32:21,ACCT97027,EXT-73999,Online Payment,813.2,84,140.205.82.133,DEV-5700,Arizona ,ATM,False,
TX049e58a9,2025-01-08 20:11:59,ACCT98007,ACCT76114,Online Payment,5668.48,81,21.100.70.82,DEV-6645,Colorado,Mobile App,False,
TX3e27dba0,2025-01-14 01:22:18,ACCT13000,ACCT88030,Wire Transfer,6615.5,80,51.67.182.67,DEV-4585,Arizona ,Branch,False,
TXc28362ef,2025-01-01 10:43:35,ACCT11748,ACCT51798,Wire Transfer,357.6,79,173.87.23.254,DEV-6096,California,Online Banking,False,
TX23566283,2025-01-08 08:30:17,ACCT31351,EXT-37975,Online Payment,577.84,88,69.109.29.106,DEV-4967,Pennsylvania,Mobile App,False,
TX72efc061,2025-01-19 02:20:25,ACCT54330,ACCT78559,Wire Transfer,7568.19,87,228.24.3.117,DEV-6918,Colorado,Mobile App,False,
TXefde8054,2025-01-10 02:23:31,ACCT26029,EXT-81260,Withdrawal,9527.18,83,36.239.202.85,DEV-1152,Colorado,ATM,False,
TXf045dd92,2025-01-28 06:01:01,ACCT23743,ACCT68768,Deposit,7191.03,77,130.136.25.103,DEV-2344,Pennsylvania,ATM,False,
TX44657118,2025-01-15 04:23:36,ACCT63064,EXT-85490,Online Payment,5925.36,77,32.162.45.140,DEV-7875,Colorado,Online Banking,False,
TX5cd8f14e,2025-01-31 08:18:11,ACCT95880,ACCT28254,Wire Transfer,8405.32,73,47.249.212.200,DEV-6689,Arizona ,Online Banking,False,
TX21ac3592,2025-01-26 01:36:49,ACCT10667,ACCT92291,Wire Transfer,9533.07,62,126.166.139.184,DEV-7763,California,Branch,True,Personal Data Breach
TX230ca3e4,2025-01-08 21:28:36,ACCT25855,ACCT44259,Wire Transfer,3905.53,68,138.3.7.63,DEV-8762,Texas,Mobile App,True,Investment
TX26514b6d,2025-01-03 09:06:14,ACCT72462,EXT-52282,Online Payment,3980.81,86,133.69.32.44,DEV-9387,Ohio,ATM,False,
TX0ee0e203,2025-01-16 13:08:28,ACCT42825,ACCT32602,Online Payment,4001.04,75,164.11.213.195,DEV-8320,Colorado,Branch,False,
TX242be477,2025-01-04 07:42:47,ACCT59764,ACCT80058,Online Payment,1666.68,68,137.251.174.253,DEV-5292,Pennsylvania,Mobile App,False,
TXc2f5c08e,2025-01-19 20:26:47,ACCT81350,ACCT29507,Withdrawal,3411.7,69,238.234.117.215,DEV-7920,Ohio,Online Banking,False,
TX342de5cd,2025-01-01 18:59:03,ACCT31444,ACCT97817,Deposit,8886.84,82,249.210.229.88,DEV-7627,Pennsylvania,Branch,False,
TXb4102d0b,2025-01-13 00:39:00,ACCT17349,ACCT67668,Wire Transfer,9365.08,68,185.219.102.27,DEV-5121,Washington,Mobile App,True,Personal Data Breach
TXf09d4067,2025-01-27 11:09:06,ACCT67788,ACCT31755,Withdrawal,821.8,60,224.122.101.55,DEV-5740,Texas,Mobile App,True,Investment
TXf9cabd79,2025-01-29 10:33:09,ACCT56427,ACCT56606,Withdrawal,4059.62,67,217.143.30.38,DEV-6783,Florida,Mobile App,True,Real Estate
TX928731cf,2025-01-03 21:13:23,ACCT84995,ACCT11279,Wire Transfer,681.12,90,177.166.188.199,DEV-2856,Florida,Branch,False,
TX65948a8c,2025-01-28 07:09:42,ACCT19897,ACCT87738,Deposit,4920.64,63,129.18.181.20,DEV-3520,Pennsylvania,Online Banking,False,
TX9bc0ac43,2025-01-16 21:48:26,ACCT47516,ACCT34087,Wire Transfer,896.42,62,150.246.142.242,DEV-2692,New York,Online Banking,True,Tech Support
TX1a4c4ed6,2025-01-26 05:09:38,ACCT51001,ACCT13920,Wire Transfer,8712.67,65,38.207.203.53,DEV-4590,Texas,Mobile App,False,
TX257b7737,2025-01-26 19:37:27,ACCT29207,ACCT29920,Withdrawal,9724.52,90,6.75.141.85,DEV-4800,Pennsylvania,ATM,False,
TXb2fa1915,2025-01-11 06:48:26,ACCT34087,EXT-46908,Online Payment,6075.68,64,207.58.9.49,DEV-3055,Pennsylvania,Online Banking,False,
TX51d0fa17,2025-01-24 19:25:24,ACCT34520,ACCT18025,Wire Transfer,3546.82,77,218.235.100.27,DEV-9951,Pennsylvania,Mobile App,False,
TX35dc8493,2025-01-21 01:58:30,ACCT69132,EXT-29271,Withdrawal,7659.47,81,139.40.157.201,DEV-9804,Colorado,Mobile App,False,
TXf191e83e,2025-01-06 06:15:56,ACCT48730,ACCT23229,Deposit,1405.73,64,14.6.171.228,DEV-5088,Arizona ,Branch,False,
TXae7dcf26,2025-01-19 22:01:23,ACCT35110,ACCT97817,Wire Transfer,4881.09,82,67.30.99.231,DEV-3298,Florida,ATM,False,
TXea1ad325,2025-01-17 17:11:32,ACCT10828,ACCT43308,Online Payment,6445.1,72,39.44.158.199,DEV-1306,Florida,Branch,False,
TX3d389a10,2025-01-12 15:42:52,ACCT25181,ACCT95248,Online Payment,4030.05,86,127.19.36.117,DEV-7633,Ohio,Online Banking,False,
TX919ad05c,2025-01-25 23:35:54,ACCT24933,ACCT10849,Online Payment,9209.99,65,96.49.131.112,DEV-1993,Texas,Mobile App,True,Investment
TX2b006beb,2025-01-04 08:57:51,ACCT42564,ACCT75843,Withdrawal,6291.05,88,202.74.96.159,DEV-5504,Ohio,ATM,False,
TX5998fb24,2025-01-31 15:33:09,ACCT58878,ACCT37454,Online Payment,6504.25,87,86.180.102.75,DEV-5589,Ohio,ATM,False,
TX166de580,2025-01-22 11:21:20,ACCT78298,EXT-23404,Deposit,6103.3,62,105.130.122.168,DEV-4646,Texas,ATM,True,Personal Data Breach
TX30449f73,2025-01-22 20:10:35,ACCT35618,ACCT37105,Online Payment,6965.25,64,141.28.164.202,DEV-8213,Pennsylvania,Online Banking,False,
TXc5cf9114,2025-01-12 01:09:24,ACCT99087,ACCT97260,Deposit,1001.26,73,86.56.24.226,DEV-4208,Florida,Branch,False,
TXa9c6a2f3,2025-01-14 05:23:03,ACCT42463,ACCT45442,Withdrawal,8094.86,66,237.37.24.29,DEV-2713,Washington,Online Banking,True,Personal Data Breach
TX4d9625ab,2025-01-11 07:49:04,ACCT81807,ACCT83344,Deposit,443.12,90,224.144.52.164,DEV-9516,Arizona ,Branch,True,Personal Data Breach
TX05c7ab3b,2025-01-13 10:06:49,ACCT75397,ACCT12668,Wire Transfer,8254.55,81,162.82.226.227,DEV-1326,Colorado,Mobile App,False,
TXb56120e5,2025-01-27 01:34:16,ACCT28467,EXT-38431,Deposit,732.75,71,182.30.24.50,DEV-6760,Florida,ATM,False,
TX21b8e55c,2025-01-26 13:10:12,ACCT59484,ACCT67788,Online Payment,3120.29,69,140.188.176.7,DEV-3733,Texas,Mobile App,False,
TX377644d8,2025-01-15 09:46:01,ACCT80392,ACCT56849,Online Payment,679.5,72,92.200.246.162,DEV-1093,Pennsylvania,ATM,True,Extortion
TXeb535078,2025-01-17 06:32:01,ACCT45788,EXT-14007,Withdrawal,5564.82,67,166.23.104.210,DEV-6833,New York,Branch,False,
TX243147b7,2025-01-11 13:54:59,ACCT44022,ACCT65738,Online Payment,7210.81,65,19.197.219.162,DEV-3635,New York,ATM,False,
TX18442aca,2025-01-17 10:01:16,ACCT68433,EXT-17380,Online Payment,9083.25,86,17.222.134.108,DEV-5288,Ohio,Mobile App,False,
TX6fd61e24,2025-01-20 01:46:40,ACCT68768,ACCT72274,Wire Transfer,7144.09,72,123.253.160.196,DEV-9493,Colorado,Branch,False,
TX00275efd,2025-01-02 00:17:47,ACCT67378,ACCT38572,Deposit,6274.79,86,11.111.200.96,DEV-1340,New York,Branch,True,Confidence/Romance
TX6cf3dfa9,2025-01-05 18:53:56,ACCT67668,EXT-12085,Withdrawal,3840.47,85,132.53.119.230,DEV-5882,Colorado,ATM,False,
TX7756675b,2025-01-31 20:53:04,ACCT76386,EXT-43520,Online Payment,8318.39,70,223.243.76.193,DEV-3721,California,Mobile App,True,Tech Support
TXe463ecd9,2025-01-10 21:28:56,ACCT56318,ACCT33762,Withdrawal,6759.21,63,250.249.187.193,DEV-6363,Arizona ,Branch,False,
TX576894e2,2025-01-03 07:41:32,ACCT76386,ACCT46280,Withdrawal,7119.83,70,81.19.154.174,DEV-3478,California,Online Banking,False,
TXc4e2a556,2025-01-17 04:21:34,ACCT72433,EXT-15366,Online Payment,8769.12,70,2.10.166.194,DEV-6261,Ohio,Online Banking,False,
TX4cd98204,2025-01-30 00:33:20,ACCT62375,ACCT62972,Online Payment,5225.02,83,5.225.241.184,DEV-5469,Arizona ,ATM,False,
TXcca7cb45,2025-01-02 13:19:17,ACCT53215,ACCT23934,Deposit,7853.92,78,80.48.224.58,DEV-7520,Colorado,Online Banking,False,
TXabc5e24e,2025-01-15 08:31:16,ACCT47269,ACCT60415,Online Payment,9288.24,68,72.93.193.4,DEV-5344,New York,ATM,False,
TXac49d06e,2025-01-09 07:12:13,ACCT69988,ACCT47541,Online Payment,9743.95,89,41.60.42.114,DEV-1369,New York,ATM,False,
